Approved symbol,Approved name,Accession numbers,UniProt ID,ENTREZ ID,Ensembl ID
SMAD1-AS2,SMAD1 antisense RNA 2,BC042377,,101927659,ENSG00000250582
LOXL4,lysyl oxidase like 4,AF338441,Q96JB6,84171,ENSG00000138131
AC004980.7,,,,,
RN7SL103P,,,,,
SPBC29A10.16c,,,,,
rusA,,,,,
map,,,,,
SNORD75.1,,,,,
DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,AB014888,O75190,10049,ENSG00000105993
SSB2,,,,,
NAGK,N-acetylglucosamine kinase,AJ242910,Q9UJ70,55577,ENSG00000124357
GLC1C,"glaucoma 1, open angle, C",,,,
AC105081.1,,,,,
AC021660.1,,,,,
ASUN,,,,,
CFT1,,,,,
BMF-AS1,BMF antisense RNA 1,,,,ENSG00000259409
U3.1,,,,,
ODF1,outer dense fiber of sperm tails 1,M93131,Q14990,4956,ENSG00000155087
TRAV6,T cell receptor alpha variable 6,Z49060,A0A075B6T7,6956,ENSG00000211780
ECM4,,,,,
OR2B11,olfactory receptor family 2 subfamily B member 11,,Q5JQS5,127623,ENSG00000177535
RSKR,ribosomal protein S6 kinase related,,,124923,ENSG00000167524
PAPD5,,,,,
FTX,"FTX transcript, XIST regulator",AK057701,,100302692,ENSG00000230590
SPB4,,,,,
MAP7D2,MAP7 domain containing 2,BC089400,Q96T17,256714,ENSG00000184368
RP11-333I13.1,,,,,
ANKRD60,ankyrin repeat domain 60,AL354776,Q9BZ19,140731,ENSG00000124227
NPAP1P6,nuclear pore associated protein 1 pseudogene 6,,,100533675,ENSG00000238002
CMK2,,,,,
NOL6,nucleolar protein 6,AF361079,Q9H6R4,65083,ENSG00000165271
UNC5A,unc-5 netrin receptor A,AB075856,Q6ZN44,90249,ENSG00000113763
yjhQ,,,,,
CKB,creatine kinase B,,P12277,1152,ENSG00000166165
RBMY2HP,"RNA binding motif protein, Y-linked, family 2, member H pseudogene",,,378953,ENSG00000238073
COPG2,coatomer protein complex subunit gamma 2,AF157833,Q9UBF2,26958,ENSG00000158623
SEC24B,"SEC24 homolog B, COPII coat complex component",AJ131245,O95487,10427,ENSG00000138802
RP11-5C23.2,,,,,
OR52B1P,olfactory receptor family 52 subfamily B member 1 pseudogene,,,81274,ENSG00000180909
STAU2-AS1,STAU2 antisense RNA 1,AK056720,,100128126,ENSG00000253302
Nr0b1,,,,,
DEFB119,defensin beta 119,AA939044,Q8N690,245932,ENSG00000180483
CTA-14H9.5,,,,,
GEMIN7-AS1,GEMIN7 antisense RNA 1,,,105372419,ENSG00000267348
GAPDHP15,glyceraldehyde-3-phosphate dehydrogenase pseudogene 15,,,642317,ENSG00000214563
RNU6-361P,"RNA, U6 small nuclear 361, pseudogene",,,106480574,ENSG00000201324
RP11-443C10.2,,,,,
SPCC594.04c,,,,,
GPATCH4,G-patch domain containing 4,BC056904,Q5T3I0,54865,ENSG00000160818
HSPB1P2,heat shock protein family B (small) member 1 pseudogene 2,,,653364,ENSG00000230216
UBE2W,ubiquitin conjugating enzyme E2 W,AK001873,Q96B02,55284,ENSG00000104343
Y_RNA.298,,,,,
citE,,,,,
CLDN5,claudin 5,AF000959,O00501,7122,ENSG00000184113
RP1-234P15.4,,,,,
RP13-157F18.2,,,,,
RP11-798G7.8,,,,,
RP11-78O9.1,,,,,
LOC286177,,,,,
CRYZ,crystallin zeta,,Q08257,1429,ENSG00000116791
LINC02640,long intergenic non-protein coding RNA 2640,,,107984241,ENSG00000233590
HNF4GP1,hepatocyte nuclear factor 4 gamma pseudogene 1,,,100130462,ENSG00000228611
C7orf10,,,,,
SH2D3A,SH2 domain containing 3A,AF124249,Q9BRG2,10045,
MIR5681A,microRNA 5681a,,,100847058,ENSG00000266502
RP3-512E2.2,,,,,
PPIAL4B,,,,,
WNT5B,Wnt family member 5B,AB060966,Q9H1J7,81029,ENSG00000111186
RP1-79C4.1,,,,,
CCDC142,coiled-coil domain containing 142,AK075543,Q17RM4,84865,ENSG00000135637
JPT1,Jupiter microtubule associated homolog 1,AF086910,Q9UK76,51155,ENSG00000189159
MTND4LP13,MT-ND4L pseudogene 13,,,,ENSG00000235318
OR7E35P,olfactory receptor family 7 subfamily E member 35 pseudogene,,,391632,ENSG00000250425
RNU5B-3P,"RNA, U5B small nuclear 3, pseudogene",,,100147751,ENSG00000252410
thyA,,,,,
MTND2P32,MT-ND2 pseudogene 32,,,100873237,ENSG00000254090
MMP20,matrix metallopeptidase 20,Y12779,O60882,9313,ENSG00000137674
FGD3,"FYVE, RhoGEF and PH domain containing 3",AK000004,Q5JSP0,89846,ENSG00000127084
LUZP6,leucine zipper protein 6,"AF130088, AY611627",Q538Z0,767558,
cedA,,,,,
ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,AF306679,Q56NI9,157570,ENSG00000171320
SVOP,SV2 related protein,BC033587,Q8N4V2,55530,ENSG00000166111
CCDC141,coiled-coil domain containing 141,AK096821,Q6ZP82,285025,ENSG00000163492
cye-1,,,,,
RP11-5N19.3,,,,,
TRBV15,T cell receptor beta variable 15,U03115,,28572,ENSG00000276819
MTND3P24,MT-ND3 pseudogene 24,,,,ENSG00000249045
ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1,BC022543,Q8TBF4,85437,ENSG00000139168
OPA5,optic atrophy 5 (autosomal dominant),,,692222,
SPRED1,sprouty related EVH1 domain containing 1,AK091222,Q7Z699,161742,ENSG00000166068
mug121,,,,,
IFNK,interferon kappa,AF384048,Q9P0W0,56832,ENSG00000147896
C10orf137,,,,,
CTB-167G5.5,,,,,
yieG,,,,,
XRS2,,,,,
LAMP2,lysosomal associated membrane protein 2,X77196,P13473,3920,ENSG00000005893
TRAJ20,T cell receptor alpha joining 20,M94081,,28735,ENSG00000211869
ACP5,"acid phosphatase 5, tartrate resistant",X14618,P13686,54,ENSG00000102575
AC023157.1,,,,,
CBWD7,,,,,
SGK494,,,,,
SPAC12G12.07c,,,,,
F26A1.14,,,,,
SNX33,sorting nexin 33,AK091291,Q8WV41,257364,ENSG00000173548
COX5BP4,cytochrome c oxidase subunit 5B pseudogene 4,,,1333,
gld-1,,,,,
ARP2,,,,,
C12orf80,chromosome 12 open reading frame 80,BC038743,,283403,ENSG00000257137
RN7SKP122,"RNA, 7SK small nuclear pseudogene 122",,,106479148,ENSG00000251732
SUSD2,sushi domain containing 2,AK026431,Q9UGT4,56241,ENSG00000099994
RNU1-123P,"RNA, U1 small nuclear 123, pseudogene",,,106481628,ENSG00000239194
FLX1,,,,,
DSL1,,,,,
OR7E22P,olfactory receptor family 7 subfamily E member 22 pseudogene,AF042089,,9431,ENSG00000179799
RNY5P10,RNY5 pseudogene 10,,,100169837,
BEND7P1,BEN domain containing 7 pseudogene 1,,,100419793,ENSG00000230320
DUX4L6,double homeobox 4 like 6 (pseudogene),,P0CJ89,653544,ENSG00000281058
SPBC409.17c,,,,,
RP11-677M14.5,,,,,
SYBU,syntabulin,AB040905,Q9NX95,55638,ENSG00000147642
RN7SL408P,"RNA, 7SL, cytoplasmic 408, pseudogene",,,106481841,ENSG00000266875
caiB,,,,,
RP11-583F24.6,,,,,
CTD-3116E22.6,,,,,
RNU6-300P,"RNA, U6 small nuclear 300, pseudogene",,,106479700,ENSG00000238616
NMTRQ-TTG10-1,nuclear-encoded mitochondrial tRNA-Gln (TTG) 10-1,HG984156,,100189524,
TNIK,TRAF2 and NCK interacting kinase,AF172264,Q9UKE5,23043,ENSG00000154310
REEP6,receptor accessory protein 6,BC008201,Q96HR9,92840,ENSG00000115255
FCF1P7,FCF1 pseudogene 7,,,100422536,ENSG00000224727
RP11-713P14.1,,,,,
YVH1,,,,,
LGI4,leucine rich repeat LGI family member 4,AJ487519,Q8N135,163175,ENSG00000153902
TFC1,,,,,
snoU13.245,,,,,
DNM3-IT1,DNM3 intronic transcript 1,,,,ENSG00000233540
RNA5SP332,"RNA, 5S ribosomal pseudogene 332",,,100873598,ENSG00000212365
mug86,,,,,
SLC35D2,solute carrier family 35 member D2,AB122077,Q76EJ3,11046,ENSG00000130958
RNU7-195P,"RNA, U7 small nuclear 195 pseudogene",,,106479097,ENSG00000239151
GALR2,galanin receptor 2,AF040630,O43603,8811,ENSG00000182687
ATP5MGP4,ATP synthase membrane subunit g pseudogene 4,,,100130396,ENSG00000225176
SLC25A14P1,solute carrier family 25 member 14 pseudogene 1,,,100288343,ENSG00000213608
RIM11,,,,,
RAB21,"RAB21, member RAS oncogene family",AF091035,Q9UL25,23011,ENSG00000080371
IGDCC4,immunoglobulin superfamily DCC subclass member 4,,Q8TDY8,57722,ENSG00000103742
RP11-180P8.5,,,,,
DNPEP,aspartyl aminopeptidase,,Q9ULA0,23549,ENSG00000123992
AL450307.2,,,,,
SPAC186.04c,,,,,
FOXK2,forkhead box K2,U58196,Q01167,3607,ENSG00000141568
RP11-856M7.2,,,,,
mdtD,,,,,
RN7SL828P,"RNA, 7SL, cytoplasmic 828, pseudogene",,,106481147,ENSG00000272075
yggL,,,,,
RP11-22B23.2,,,,,
DDX20,DEAD-box helicase 20,AF106019,Q9UHI6,11218,ENSG00000064703
MIR3116-1,microRNA 3116-1,,,100422902,
RNU6-587P,"RNA, U6 small nuclear 587, pseudogene",,,106481366,ENSG00000212584
RN7SL242P,"RNA, 7SL, cytoplasmic 242, pseudogene",,,106480496,ENSG00000244389
HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,BC034982,Q8IYU2,57531,ENSG00000085382
pdi5,,,,,
SEA4,,,,,
RN7SL149P,"RNA, 7SL, cytoplasmic 149, pseudogene",,,106480961,ENSG00000241834
LINC02179,long intergenic non-protein coding RNA 2179,,,101927228,ENSG00000261623
PRP4,,,,,
RP11-405L18.4,,,,,
cmtB,,,,,
RNU6ATAC14P,"RNA, U6atac small nuclear 14, pseudogene",,,106481163,ENSG00000252027
tvp23,,,,,
CD36,CD36 molecule,Z32770,P16671,948,ENSG00000135218
RN7SKP12,"RNA, 7SK small nuclear pseudogene 12",,,106480836,ENSG00000252084
sde2,,,,,
AP003026.1,,,,,
clpS,,,,,
RP11-146F11.4,,,,,
MIAT,myocardial infarction associated transcript,AB263414,,440823,ENSG00000225783
ZNF883,zinc finger protein 883,AK095843,P0CG24,169834,ENSG00000228623
ZNF750,zinc finger protein 750,AK023903,Q32MQ0,79755,
LINC02344,long intergenic non-protein coding RNA 2344,,,105370154,ENSG00000227911
RP11-244N20.7,,,,,
AC006499.5,,,,,
RPSAP21,ribosomal protein SA pseudogene 21,,,729079,ENSG00000226498
NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,,P56181,4731,ENSG00000160194
JAG2,jagged canonical Notch ligand 2,AF020201,Q9Y219,3714,ENSG00000184916
AC114755.5,,,,,
AF038458.5,,,,,
Cggbp1,,,,,
VDI,vesicular stomatitis virus defective interfering particle suppression,,,7420,
AC073647.1,,,,,
GS1-184P14.2,,,,,
KRT18P18,keratin 18 pseudogene 18,,,342374,ENSG00000261764
SPAC4D7.02c,,,,,
FNDC1,fibronectin type III domain containing 1,AB058769,Q4ZHG4,84624,ENSG00000164694
HIGD1AP13,HIG1 hypoxia inducible domain family member 1A pseudogene 13,,,100874454,ENSG00000251019
LL22NC03-23C6.15,,,,,
IRA1,,,,,
RP11-420A23.1,,,,,
CTD-2014N11.1,,,,,
NAT4,,,,,
XAGE2.1,,,,,
res1,,,,,
AHCYP6,adenosylhomocysteinase pseudogene 6,,,100419714,
ELOVL1,ELOVL fatty acid elongase 1,AK001653,Q9BW60,64834,ENSG00000066322
yehR,,,,,
AC110926.4,,,,,
SBE2,,,,,
RPL39P36,ribosomal protein L39 pseudogene 36,,,100271526,ENSG00000239912
RP11-666A1.4,,,,,
SPDYC,speedy/RINGO cell cycle regulator family member C,AY820305,Q5MJ68,387778,ENSG00000204710
AL133373.1,,,,,
RNU4-39P,"RNA, U4 small nuclear 39, pseudogene",,,106479575,ENSG00000199325
AC097499.2,,,,,
Y_RNA.559,,,,,
AC079305.11,,,,,
Y_RNA.436,,,,,
pop2,,,,,
SKI3,,,,,
ALDH7A1,aldehyde dehydrogenase 7 family member A1,S74728,P49419,501,ENSG00000164904
HSPD1P22,heat shock protein family D (Hsp60) member 1 pseudogene 22,,,100462984,
SLC29A4P2,solute carrier family 29 member 4 pseudogene 2,,,100132308,ENSG00000214660
AC010132.10,,,,,
RPF1,ribosome production factor 1 homolog,AF322053,Q9H9Y2,80135,ENSG00000117133
RP5-1092L12.2,,,,,
RP11-643A5.2,,,,,
SNORA36,,,,,
PLAAT4,phospholipase A and acyltransferase 4,,Q9UL19,5920,ENSG00000133321
RP13-379O24.2,,,,,
RP11-9M16.2,,,,,
SCJ1,,,,,
PBN1,,,,,
RNU2-42P,"RNA, U2 small nuclear 42, pseudogene",,,106481647,ENSG00000222629
RP5-837I24.2,,,,,
GCNT2P,,,,,
NDUFA3P4,NADH:ubiquinone oxidoreductase subunit A3 pseudogene 4,,,,ENSG00000259262
RP11-64D22.5,,,,,
PEX11A,peroxisomal biogenesis factor 11 alpha,AF093668,O75192,8800,ENSG00000166821
ygiS,,,,,
AC007277.3,,,,,
TVP38,,,,,
IGLVI-63,immunoglobulin lambda variable (I)-63 (pseudogene),D87022,,28765,ENSG00000253752
SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",AB032948,Q9H4L7,56916,ENSG00000163104
GATA2,GATA binding protein 2,AF169253,P23769,2624,ENSG00000179348
ASAH2,N-acylsphingosine amidohydrolase 2,AF250847,Q9NR71,56624,ENSG00000188611
ARSI,arylsulfatase family member I,AY875937,Q5FYB1,340075,ENSG00000183876
TRN-GTT9-1,tRNA-Asn (GTT) 9-1,HG983643,,100189304,
AC027811.1,,,,,
C17orf53,chromosome 17 open reading frame 53,AK021656,Q8N3J3,78995,ENSG00000125319
CTD-2223O18.1,,,,,
MTCO3P45,MT-CO3 pseudogene 45,,,,ENSG00000232128
RP11-536L3.4,,,,,
CLPTM1L,CLPTM1 like,AK027306,Q96KA5,81037,ENSG00000049656
LINC02449,long intergenic non-protein coding RNA 2449,,,101927905,ENSG00000215241
RPL7AP23,ribosomal protein L7a pseudogene 23,,,100271040,ENSG00000241367
STEAP4,STEAP4 metalloreductase,AK026806,Q687X5,79689,ENSG00000127954
AL353763.1,,,,,
RNA5SP298,"RNA, 5S ribosomal pseudogene 298",,,106480761,ENSG00000201861
AC087499.9,,,,,
AP006285.6,,,,,
RP3-363L9.1,,,,,
YJL045W,,,,,
MIR3687-1,,,,,
DNM1P18,dynamin 1 pseudogene 18,AJ576285,,387553,
GPRC5C,G protein-coupled receptor class C group 5 member C,AF207989,Q9NQ84,55890,ENSG00000170412
VTN,vitronectin,BC005046,P04004,7448,ENSG00000109072
LINC00626,long intergenic non-protein coding RNA 626,BC001841,,79100,ENSG00000225826
RP11-135A24.4,,,,,
RP11-420L9.4,,,,,
yabI,,,,,
EXOC6,exocyst complex component 6,BC028395,Q8TAG9,54536,ENSG00000138190
LINC00298,long intergenic non-protein coding RNA 298,,,339788,ENSG00000235665
PPP1R14BP1,protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 1,AF030942,,50516,
LINC01591,long intergenic non-protein coding RNA 1591,,,286094,ENSG00000254083
GRIA2,glutamate ionotropic receptor AMPA type subunit 2,,P42262,2891,ENSG00000120251
RP11-157L3.2,,,,,
IGKV1-35,immunoglobulin kappa variable 1-35 (pseudogene),X71890,,28932,ENSG00000253461
CTC-527H23.4,,,,,
snoU13.55,,,,,
RPL27P2,ribosomal protein L27 pseudogene 2,,,646446,
RNA5SP18,"RNA, 5S ribosomal pseudogene 18",,,100873273,ENSG00000212237
ZBTB44,zinc finger and BTB domain containing 44,AK024659,Q8NCP5,29068,
RP11-382D8.5,,,,,
RPL4,ribosomal protein L4,AB007167,P36578,6124,ENSG00000174444
DCP1A,decapping mRNA 1A,AJ275986,Q9NPI6,55802,ENSG00000272886
AC007229.3,,,,,
CTC-490E21.10,,,,,
ATXN7L3B,ataxin 7 like 3B,,Q96GX2,552889,ENSG00000253719
DEFB113,defensin beta 113,DQ012017,Q30KQ7,245927,ENSG00000214642
RP11-497J7.1,,,,,
RP1-142L7.8,,,,,
AC087645.1,,,,,
RP11-16B9.1,,,,,
SNORA25.13,,,,,
RP11-264E18.1,,,,,
rpl1601,,,,,
tig,,,,,
ychA,,,,,
SPAC17H9.08,,,,,
RPS26P19,ribosomal protein S26 pseudogene 19,,,100271110,
RNA5SP232,"RNA, 5S ribosomal pseudogene 232",,,100873490,ENSG00000201014
BMS1P20,BMS1 pseudogene 20,,,96610,ENSG00000236850
HSFY1,heat shock transcription factor Y-linked 1,AF332226,Q96LI6,86614,ENSG00000172468
YLR410W-B,,,,,
MMP28,matrix metallopeptidase 28,AF315683,Q9H239,79148,ENSG00000271447
RN7SL733P,"RNA, 7SL, cytoplasmic 733, pseudogene",,,106479489,ENSG00000273946
RP11-116D17.3,,,,,
SPTBN2,"spectrin beta, non-erythrocytic 2","AB008567, AF026487, AF026488, AF079569",O15020,6712,ENSG00000173898
tef101,,,,,
INHCAP,inhibitor of carbonic anhydrase pseudogene,M22375,,100129696,ENSG00000242337
SAPCD1-AS1,SAPCD1 antisense RNA 1,,,,ENSG00000235663
AL356356.1,,,,,
SPAC11H11.03c,,,,,
RNA5SP283,"RNA, 5S ribosomal pseudogene 283",,,100873536,ENSG00000202474
AC005281.2,,,,,
APQ12,,,,,
LOC339803,,,,,
CHCHD2P8,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 8,,,646630,ENSG00000235115
GCV2,,,,,
PCED1B,PC-esterase domain containing 1B,BC016154,Q96HM7,91523,ENSG00000179715
MFN2,mitofusin 2,AF036536,O95140,9927,ENSG00000116688
RN7SKP82,"RNA, 7SK small nuclear pseudogene 82",,,106480462,ENSG00000252595
CDC50,,,,,
SERPINA7,serpin family A member 7,M14091,P05543,6906,ENSG00000123561
fepA,,,,,
SPRR2F,small proline rich protein 2F,AF333956,Q96RM1,6705,ENSG00000244094
FUT11,fucosyltransferase 11,BC036037,Q495W5,170384,ENSG00000196968
AC112693.2,,,,,
mug15,,,,,
RP11-515C16.7,,,,,
RP5-1014O16.1,,,,,
lysC,,,,,
DNAI1,dynein axonemal intermediate chain 1,AF091619,Q9UI46,27019,ENSG00000122735
RP3-390M24.1,,,,,
PLA2G12AP2,phospholipase A2 group XIIA pseudogene 2,,,100420281,ENSG00000225221
RPL17P41,ribosomal protein L17 pseudogene 41,,,100132645,ENSG00000213179
OR1D5,olfactory receptor family 1 subfamily D member 5,AF087923,P58170,8386,ENSG00000262628
KCNA1,potassium voltage-gated channel subfamily A member 1,L02750,Q09470,3736,ENSG00000111262
OR4C48P,olfactory receptor family 4 subfamily C member 48 pseudogene,,,403259,ENSG00000283605
RP11-176D17.3,,,,,
RP11-445O3.1,,,,,
snoU13.296,,,,,
ADH5P4,ADH5 pseudogene 4,AL391500,,642443,ENSG00000233859
LOC100506895,,,,,
yqjK,,,,,
SLC25A48,solute carrier family 25 member 48,,Q6ZT89,153328,ENSG00000145832
NEPNP,"nephrocan, pseudogene",,,442253,ENSG00000218233
SPAC1F12.06c,,,,,
RPS6P23,ribosomal protein S6 pseudogene 23,,,100130313,ENSG00000230871
BNIP3P12,BCL2 interacting protein 3 pseudogene 12,,,100421703,
RPS3AP34,ribosomal protein S3a pseudogene 34,,,100271260,ENSG00000242607
PCL8,,,,,
CTC-248O19.1,,,,,
RPL21P27,ribosomal protein L21 pseudogene 27,,,100270952,
LYAR,Ly1 antibody reactive,AL136750,Q9NX58,55646,ENSG00000145220
HSP90B2P,"heat shock protein 90 beta family member 2, pseudogene",AY956768,Q58FF3,7190,ENSG00000259706
CBWD4P,COBW domain containing 4 pseudogene,,,653510,ENSG00000204778
aspA,,,,,
MROH2A,maestro heat like repeat family member 2A,,A6NES4,339766,ENSG00000185038
TCEB1P24,,,,,
LINC01393,long intergenic non-protein coding RNA 1393,BC022431,,,ENSG00000225535
CSRNP3,cysteine and serine rich nuclear protein 3,AB063300,Q8WYN3,80034,ENSG00000178662
RP11-865B13.1,,,,,
MRPS11P1,mitochondrial ribosomal protein S11 pseudogene 1,AL109953,,128774,ENSG00000225803
TRK-TTT1-1,tRNA-Lys (TTT) 1-1,HG983929,,100189125,
EXOC8,exocyst complex component 8,AL117352,Q8IYI6,149371,ENSG00000116903
RPL15P17,ribosomal protein L15 pseudogene 17,,,728002,
RP11-459F6.3,,,,,
AKAP13,A-kinase anchoring protein 13,M90360,Q12802,11214,ENSG00000170776
MDM35,,,,,
Sall1,,,,,
PCDHAC1,"protocadherin alpha subfamily C, 1",AF152473,Q9H158,56135,ENSG00000248383
FRE8,,,,,
EEF1A1P25,eukaryotic translation elongation factor 1 alpha 1 pseudogene 25,,,646612,ENSG00000241429
RP11-375A5.1,,,,,
TMEM30B,transmembrane protein 30B,AK091169,Q3MIR4,161291,ENSG00000182107
AC109925.1,,,,,
LY6G6C,lymphocyte antigen 6 family member G6C,,O95867,80740,ENSG00000204421
RN7SL495P,"RNA, 7SL, cytoplasmic 495, pseudogene",,,106479404,ENSG00000277515
SLC2A3P2,solute carrier family 2 member 3 pseudogene 2,AC025866,,391045,ENSG00000185031
TMCO5A,transmembrane and coiled-coil domains 5A,BC029221,Q8N6Q1,145942,ENSG00000166069
RP11-429D19.1,,,,,
RPS4Y2,ribosomal protein S4 Y-linked 2,AF497481,Q8TD47,140032,ENSG00000280969
FGL2,fibrinogen like 2,Z36531,Q14314,10875,ENSG00000127951
RNU6-441P,"RNA, U6 small nuclear 441, pseudogene",,,106480392,ENSG00000207275
RNA15,,,,,
GLC1P,"glaucoma 1, open angle, P",,,,
AC073610.5,,,,,
F09F7.5,,,,,
TTC3-AS1,TTC3 antisense RNA 1,BF979681,,,ENSG00000228677
LOC728752,,,,,
RN7SKP194,"RNA, 7SK small nuclear pseudogene 194",,,106480893,ENSG00000223260
RP11-64D24.4,,,,,
HCG9P1,HLA complex group 9 pseudogene 1,,,387505,
RN7SL180P,"RNA, 7SL, cytoplasmic 180, pseudogene",,,106480970,ENSG00000242860
SUGCT,succinyl-CoA:glutarate-CoA transferase,AK021870,Q9HAC7,79783,ENSG00000175600
AC004381.7,,,,,
INP53,,,,,
NMD5,,,,,
yaeH,,,,,
wbbH,,,,,
RP11-31K23.2,,,,,
FAM86DP,"family with sequence similarity 86 member D, pseudogene",BC016686,,692099,ENSG00000244026
TCEAL5,transcription elongation factor A like 5,,Q5H9L2,340543,ENSG00000204065
LINC01820,long intergenic non-protein coding RNA 1820,,,105374582,ENSG00000228100
AC010170.1,,,,,
RP11-737G21.1,,,,,
RRT15,,,,,
HCG20,HLA complex group 20,,,,ENSG00000228022
CYP2F1,cytochrome P450 family 2 subfamily F member 1,J02906,P24903,1572,ENSG00000197446
rfaC,,,,,
RP11-328D5.1,,,,,
RP11-673E1.4,,,,,
snoU13.400,,,,,
SPACA9,sperm acrosome associated 9,,Q96E40,11092,ENSG00000165698
CTC-467M3.3,,,,,
C4orf33,chromosome 4 open reading frame 33,AK091022,Q8N1A6,132321,ENSG00000151470
AC007036.6,,,,,
YGR042W,,,,,
RP11-737O24.5,,,,,
E11S,"ECHO virus (serotypes 4, 6, 11, 19) sensitivity",,,,
caiT,,,,,
ydcJ,,,,,
snd1,,,,,
AKL1,,,,,
VAMP1,vesicle associated membrane protein 1,,P23763,6843,ENSG00000139190
RP11-169K16.9,,,,,
rsv2,,,,,
ERVK3-5,endogenous retrovirus group K3 member 5,FR714895,,,
LINC01994,long intergenic non-protein coding RNA 1994,,,401103,ENSG00000241098
MIR3670-4,microRNA 3670-4,,,103504740,
OR2W4P,olfactory receptor family 2 subfamily W member 4 pseudogene,,,81407,ENSG00000216629
aqpZ,,,,,
ANTXR1,ANTXR cell adhesion molecule 1,AF421380,Q9H6X2,84168,ENSG00000169604
MYL6P4,myosin light chain 6 pseudogene 4,,,642627,ENSG00000240677
RPS3AP32,ribosomal protein S3a pseudogene 32,,,100271258,ENSG00000240047
TULP3,tubby like protein 3,AF045583,O75386,7289,ENSG00000078246
USP45,ubiquitin specific peptidase 45,AL832030,Q70EL2,85015,ENSG00000123552
yraO,,,,,
PLGLA,plasminogen like A (pseudogene),"U67178, M86872, M86873",Q15195,285189,ENSG00000240935
YCL049C,,,,,
RP11-704M14.1,,,,,
ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",M29872,P11766,128,ENSG00000197894
rsp1,,,,,
FAM127B,,,,,
RP11-379H18.1,,,,,
RP11-787I22.3,,,,,
snoU13.175,,,,,
snoU13.269,,,,,
TRE-CTC17-1,tRNA-Glu (CTC) 17-1,HG983775,,100189113,
CEACAM19,carcinoembryonic antigen related cell adhesion molecule 19,AF406955,Q7Z692,56971,ENSG00000186567
RP11-272G22.2,,,,,
pet3,,,,,
CBT1,,,,,
HSL7,,,,,
CALCR,calcitonin receptor,L00587,P30988,799,ENSG00000004948
CBX3,chromobox 3,U26312,Q13185,11335,ENSG00000122565
RN7SL706P,"RNA, 7SL, cytoplasmic 706, pseudogene",,,106479480,ENSG00000244677
FMP40,,,,,
ACTG1P8,actin gamma 1 pseudogene 8,,,80,
SPINT4,"serine peptidase inhibitor, Kunitz type 4",AY372174,Q6UDR6,391253,ENSG00000149651
H1FOO,H1 histone family member O oocyte specific,AY158091,Q8IZA3,132243,ENSG00000178804
RPL7AP39,ribosomal protein L7a pseudogene 39,,,646476,
MIR556,microRNA 556,,,693141,ENSG00000207729
AC011225.1,,,,,
DAP3,death associated protein 3,X83544,P51398,7818,ENSG00000132676
PRR23B,proline rich 23B,BC137146,Q6ZRT6,389151,ENSG00000184814
yijD,,,,,
ccmC,,,,,
ARRB2,arrestin beta 2,,P32121,409,ENSG00000141480
CDKN2B-AS1,CDKN2B antisense RNA 1,BC038540,,100048912,ENSG00000240498
yhcM,,,,,
RP11-479I16.2,,,,,
RP11-65G9.1,,,,,
yadM,,,,,
RPL17P28,ribosomal protein L17 pseudogene 28,,,100270940,
DED1,,,,,
LOC100506368,,,,,
yjiA,,,,,
LINC00324,long intergenic non-protein coding RNA 324,AK092109,,284029,ENSG00000178977
CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,AF362074,Q96RK1,163732,ENSG00000179862
RP11-264K23.1,,,,,
RP11-451L19.1,,,,,
SRP54-AS1,SRP54 antisense RNA 1 (head to head),,,100506157,ENSG00000258704
yhhY,,,,,
yajL,,,,,
CLK2P,,,,,
UBE2V1P14,ubiquitin conjugating enzyme E2 V1 pseudogene 14,,,100289623,ENSG00000228134
ARN2,,,,,
RNU7-60P,"RNA, U7 small nuclear 60 pseudogene",,,100151655,ENSG00000251747
RP4-713A8.1,,,,,
FAM47E,family with sequence similarity 47 member E,"AC034139, AK124936, CR591456, CR627383",Q6ZV65,100129583,ENSG00000189157
IGHV3-69-1,immunoglobulin heavy variable 3-69-1 (pseudogene),AJ879484,,28402,ENSG00000282600
USP9YP30,USP9Y pseudogene 30,,,,ENSG00000235004
